"tourney_id","tourney_name","tourney_ioc","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_date_num","w_w_14d","w_l_14d","l_w_14d","l_l_14d","w_w_28d","w_l_28d","l_w_28d","l_l_28d","mins_so_far_w","mins_so_far_l","rank_difference","rank_points_difference","winner_ioc_home_adv","winner_ioc_home_disadv","age_difference","age_mean_difference","winner_odds","loser_odds","winner_odds_prob","loser_odds_prob"
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,284,106220,NA,"Q","Dimitar Kuzmanov","R",183,"BUL",27.4387405886,111513,NA,"","Laslo Djere","R",188,"SRB",25.5934291581,"6-1 3-2 RET",3,"R32",65,1,0,33,23,19,6,6,0,0,0,1,51,41,19,6,6,5,8,298,166,55,1068,1,0,0,0,0,0,0,0,0,0,0,-243,-902,0,0,1.8453114305,-1.59513526667949,2.59,1.49,0.365196078431373,0.634803921568627
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,285,126610,"1","","Matteo Berrettini","R",196,"ITA",24.7310061602,144985,NA,"WC","Ergi Kirkin","R",NA,"TUR",21.9383983573,"6-0 6-4",3,"R32",56,8,2,39,26,24,8,8,0,0,0,4,49,23,11,13,8,1,5,10,3085,446,83,1,0,0,0,0,0,0,0,0,0,0,436,3002,0,1,2.7926078029,-2.7926078029,1.02,14.52,0.934362934362934,0.0656370656370656
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,286,105676,"2","","David Goffin","R",180,"BEL",30.0780287474,200095,NA,"","Nicola Kuhn","R",NA,"ESP",20.7939767283,"6-0 6-2",3,"R16",56,4,1,39,23,21,8,7,0,0,0,1,39,31,14,3,7,0,5,16,2555,253,219,1,1,0,1,0,1,0,1,0,122,108,237,2336,0,0,9.2840520191,-3.75529953767949,1.11,6.48,0.853754940711462,0.146245059288538
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,287,105882,NA,"","Stefano Travaglia","R",185,"ITA",29.0212183436,200325,NA,"","Emil Ruusuvuori","R",188,"FIN",21.7604380561,"7-6(5) 6-3",3,"R16",105,2,4,77,42,32,21,11,2,3,2,4,69,47,33,10,10,3,5,75,869,87,806,1,1,0,1,0,1,0,1,0,92,81,12,63,0,0,7.2607802875,-3.84564861367949,2.56,1.5,0.369458128078818,0.630541871921182
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,288,200282,"4","","Alex De Minaur","R",183,"AUS",21.8809034908,202090,NA,"Q","Adrian Andreev","R",NA,"BUL",19.6495550992,"6-3 6-1",3,"R16",70,2,0,55,36,26,8,8,5,7,1,2,52,35,14,8,8,6,12,23,1860,564,52,1,1,0,1,0,1,0,1,0,61,75,541,1808,0,0,2.2313483916,-2.2313483916,1.08,7.56,0.875,0.125
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,289,105932,"6","","Nikoloz Basilashvili","R",185,"GEO",28.8651608487,123795,NA,"WC","Altug Celikbilek","U",NA,"TUR",24.3258042437,"7-6(1) 6-4",3,"R16",91,3,5,70,35,25,15,11,4,8,4,3,67,37,19,15,11,5,10,40,1395,309,150,1,1,0,1,0,1,0,1,0,122,109,269,1245,0,1,4.539356605,-1.43633992097949,1.43,2.79,0.661137440758294,0.338862559241706
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,291,104871,NA,"","Jeremy Chardy","R",188,"FRA",33.8945927447,104926,"3","","Fabio Fognini","R",178,"ITA",33.6180698152,"7-6(4) 6-7(1) 7-6(5)",3,"R16",173,12,3,124,77,52,23,18,4,9,3,7,125,68,48,27,18,6,11,72,880,17,2400,1,1,0,1,0,1,0,1,0,79,99,-55,-1520,0,0,0.276522929499997,0.276522929499997,2.21,1.64,0.425974025974026,0.574025974025974
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,292,122330,"8","","Alexander Bublik","R",196,"KAZ",23.5509924709,106137,NA,"","Tristan Lamasine","R",NA,"FRA",27.8357289528,"6-2 6-4",3,"R16",97,6,7,82,44,32,17,9,7,8,0,2,70,41,22,14,9,9,13,49,1090,271,204,1,1,0,1,0,1,0,1,0,67,91,222,886,0,0,-4.2847364819,3.24058358967949,1.21,4.22,0.777163904235727,0.222836095764273
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,293,126610,"1","","Matteo Berrettini","R",196,"ITA",24.7310061602,106220,NA,"Q","Dimitar Kuzmanov","R",183,"BUL",27.4387405886,"6-2 6-3",3,"R16",67,4,1,42,28,26,4,8,1,2,1,4,57,28,19,8,9,3,8,10,3085,298,166,1,1,0,1,0,1,0,1,0,56,65,288,2919,0,0,-2.7077344284,2.45755826457949,1.07,7.55,0.875870069605568,0.124129930394432
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,294,105676,"2","","David Goffin","R",180,"BEL",30.0780287474,105882,NA,"","Stefano Travaglia","R",185,"ITA",29.0212183436,"6-3 6-2",3,"QF",62,3,2,48,33,27,8,9,0,1,3,3,52,27,17,8,8,7,11,16,2555,75,869,1,2,0,2,0,2,0,2,0,178,197,59,1686,0,0,1.0568104038,1.0568104038,1.36,3.27,0.706263498920086,0.293736501079914
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,295,200282,"4","","Alex De Minaur","R",183,"AUS",21.8809034908,105932,"6","","Nikoloz Basilashvili","R",185,"GEO",28.8651608487,"6-2 6-4",3,"QF",74,1,3,56,35,25,12,9,3,4,2,3,60,36,19,12,9,3,7,23,1860,40,1395,1,2,0,2,0,2,0,2,0,131,213,17,465,0,0,-6.9842573579,3.88124067387949,1.12,6.58,0.854545454545454,0.145454545454545
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,296,104871,NA,"","Jeremy Chardy","R",188,"FRA",33.8945927447,105526,"5","","Jan Lennard Struff","R",193,"GER",30.6967830253,"4-6 6-2 7-6(8)",3,"QF",156,6,5,130,88,57,20,15,18,22,10,6,113,69,49,18,15,4,9,72,880,37,1450,1,2,0,1,0,2,0,1,0,252,87,-35,-570,0,0,3.1978097194,3.1978097194,2.68,1.49,0.357314148681055,0.642685851318945
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,297,122330,"8","","Alexander Bublik","R",196,"KAZ",23.5509924709,126610,"1","","Matteo Berrettini","R",196,"ITA",24.7310061602,"7-6(6) 6-4",3,"QF",90,12,3,72,43,33,16,11,5,6,7,3,70,41,32,13,11,4,6,49,1090,10,3085,1,2,0,2,0,2,0,2,0,164,123,-39,-1995,0,0,-1.1800136893,1.1800136893,3.51,1.32,0.273291925465839,0.726708074534161
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,298,200282,"4","","Alex De Minaur","R",183,"AUS",21.8809034908,105676,"2","","David Goffin","R",180,"BEL",30.0780287474,"6-4 3-6 6-2",3,"SF",111,2,0,69,39,33,15,13,1,3,4,7,84,42,27,23,14,1,5,23,1860,16,2555,1,3,0,3,0,3,0,3,0,205,240,-7,-695,0,0,-8.1971252566,2.66837277517949,1.59,2.42,0.603491271820449,0.396508728179551
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,299,122330,"8","","Alexander Bublik","R",196,"KAZ",23.5509924709,104871,NA,"","Jeremy Chardy","R",188,"FRA",33.8945927447,"6-4 6-7(4) 6-3",3,"SF",125,15,11,102,61,48,20,16,9,11,5,4,108,77,50,14,15,6,10,49,1090,72,880,1,3,0,3,0,3,0,3,0,254,408,23,210,0,0,-10.3436002738,-2.81828020222051,1.43,2.92,0.671264367816092,0.328735632183908
"2021-9426","Antalya","TUR","Hard",32,"A",20210105,300,200282,"4","","Alex De Minaur","R",183,"AUS",21.8809034908,122330,"8","","Alexander Bublik","R",196,"KAZ",23.5509924709,"2-0 RET",3,"F",7,1,0,8,7,6,0,1,0,0,0,1,6,2,0,2,1,0,1,23,1860,49,1090,1,4,0,4,0,4,0,4,0,316,379,26,770,0,0,-1.6700889801,1.6700889801,1.22,4.42,0.783687943262411,0.216312056737589
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,239,126845,NA,"WC","Max Purcell","R",NA,"AUS",22.8336755647,105613,NA,"","Norbert Gombos","R",193,"SVK",30.4722792608,"6-4 6-4",3,"R64",76,9,0,66,42,33,12,10,2,2,8,0,61,43,27,11,10,2,4,238,241,89,797,28,0,0,0,0,0,0,0,0,0,0,-149,-556,1,0,-7.6386036961,1.32135018787949,2.64,1.47,0.357664233576642,0.642335766423358
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,240,105649,NA,"","Cedrik Marcel Stebe","L",183,"GER",30.3162217659,106198,NA,"","Hugo Dellien","R",180,"BOL",27.6303901437,"6-4 6-4",3,"R64",81,5,3,69,49,38,7,10,2,3,1,1,62,48,32,5,10,5,8,128,534,112,646,28,0,0,0,0,0,0,0,0,0,0,-16,-112,0,0,2.6858316222,2.6858316222,1.23,3.88,0.759295499021526,0.240704500978474
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,241,104731,NA,"","Kevin Anderson","R",203,"RSA",34.7104722793,103852,"16","","Feliciano Lopez","L",188,"ESP",39.3675564682,"6-4 7-5",3,"R64",89,17,1,61,46,40,6,11,3,3,7,4,73,32,27,20,11,5,7,82,825,63,998,28,0,0,0,0,0,0,0,0,0,0,-19,-173,0,0,-4.6570841889,-4.6570841889,1.43,2.76,0.658711217183771,0.341288782816229
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,242,111794,NA,"PR","Kamil Majchrzak","R",NA,"POL",25.054072553,111513,"12","","Laslo Djere","R",188,"SRB",25.6700889802,"6-3 6-4",3,"R64",69,6,2,69,52,39,8,10,5,5,2,0,45,26,18,11,9,0,2,109,690,56,1068,28,0,0,0,0,0,0,0,0,0,0,-53,-378,0,0,-0.616016427199998,0.616016427199998,1.45,2.72,0.652278177458034,0.347721822541966
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,243,122298,NA,"","Botic Van De Zandschulp","R",NA,"NED",25.3305954825,209262,NA,"WC","Tristan Schoolkate","R",NA,"AUS",19.9315537303,"6-4 7-5",3,"R64",82,4,5,72,46,30,15,11,3,5,2,8,67,39,26,13,11,2,6,159,423,844,18,28,0,0,0,0,0,0,0,0,0,0,685,405,0,1,5.3990417522,-5.3990417522,1.35,3.05,0.693181818181818,0.306818181818182
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,244,104660,NA,"","Sergiy Stakhovsky","R",193,"UKR",35.0718685832,126128,NA,"","Roman Safiullin","R",NA,"RUS",23.4880219028,"6-7(5) 6-4 6-3",3,"R64",127,8,3,103,62,50,19,16,5,7,1,3,96,59,40,20,15,2,6,201,329,182,357,28,0,0,0,0,0,0,0,0,0,0,-19,-28,0,0,11.5838466804,3.93258547262051,2.79,1.4,0.334128878281623,0.665871121718377
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,247,126846,NA,"","Aleksandar Vukic","R",NA,"AUS",24.8240930869,104229,NA,"PR","Yen Hsun Lu","R",180,"TPE",37.4702258727,"6-4 7-5",3,"R64",90,8,1,69,40,30,14,11,2,4,1,4,69,47,29,7,11,3,7,195,334,1008,10,28,0,0,0,0,0,0,0,0,0,0,813,324,1,0,-12.6461327858,-7.66701394622051,1.17,4.94,0.808510638297872,0.191489361702128
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,248,208013,NA,"WC","Dane Sweeny","R",NA,"AUS",19.9698836413,106227,NA,"Alt","Ji Sung Nam","R",NA,"KOR",27.4661190965,"7-6(4) 7-5",3,"R64",116,1,5,90,60,38,13,12,6,9,2,4,79,55,33,13,12,5,9,797,22,273,205,28,0,0,0,0,0,0,0,0,0,0,-524,-183,1,0,-7.4962354552,7.19130227557949,2.17,1.67,0.434895833333333,0.565104166666667
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,249,105379,"13","","Aljaz Bedene","R",181,"SLO",31.5427789185,106034,NA,"","Yasutaka Uchiyama","R",183,"JPN",28.4928131417,"7-6(5) 7-6(5)",3,"R64",119,8,6,90,45,37,16,12,6,10,6,4,80,44,34,12,12,1,5,58,1055,106,701,28,0,0,0,0,0,0,0,0,0,0,48,354,0,0,3.0499657768,3.0499657768,1.37,3.08,0.692134831460674,0.307865168539326
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,250,105815,"9","","Tennys Sandgren","R",188,"USA",29.5331964408,105441,NA,"WC","John Patrick Smith","L",NA,"AUS",32.0219028063,"6-3 5-7 6-4",3,"R64",135,9,1,104,60,39,25,16,11,15,5,1,78,54,41,7,15,4,9,50,1088,318,143,28,0,0,0,0,0,0,0,0,0,0,268,945,0,1,-2.4887063655,-2.4887063655,1.62,2.28,0.584615384615385,0.415384615384615
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,251,106099,NA,"","Salvatore Caruso","R",185,"ITA",28.1314168378,104312,NA,"","Andreas Seppi","R",190,"ITA",36.9472963723,"7-5 7-6(5)",3,"R64",109,6,7,73,32,21,23,12,2,6,2,2,80,46,30,16,12,6,11,76,858,107,699,28,0,0,0,0,0,0,0,0,0,0,31,159,0,0,-8.8158795345,-8.8158795345,1.68,2.14,0.56020942408377,0.43979057591623
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,252,126952,NA,"","Soon Woo Kwon","R",180,"KOR",23.1676933607,105413,NA,"","Andrej Martin","R",180,"SVK",31.3675564682,"6-3 6-7(5) 7-6(4)",3,"R64",157,7,5,113,70,47,24,16,6,9,7,3,118,78,51,20,17,8,13,97,768,102,734,28,0,0,0,0,0,0,0,0,0,0,5,34,0,0,-8.1998631075,0.0920551844794915,1.26,3.72,0.746987951807229,0.253012048192771
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,255,106331,NA,"","Christopher Oconnell","R",183,"AUS",26.6666666667,136440,NA,"","Dominik Koepfer","L",180,"GER",26.7624914442,"5-7 6-4 6-1",3,"R64",116,10,1,96,61,45,15,15,9,12,6,5,82,49,29,19,14,4,9,121,565,68,931,28,0,0,0,0,0,0,0,0,0,0,-53,-366,1,0,-0.095824777499999,0.095824777499999,2.28,1.6,0.412371134020619,0.587628865979381
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,256,105882,NA,"","Stefano Travaglia","R",185,"ITA",29.0978781656,106148,NA,"","Roberto Carballes Baena","R",183,"ESP",27.8631074606,"2-6 7-5 7-6(2)",3,"R64",163,7,8,110,58,39,19,16,8,16,1,0,121,83,48,16,16,11,18,71,894,98,751,28,0,0,0,0,0,0,0,0,0,0,27,143,0,0,1.234770705,1.234770705,1.38,2.88,0.676056338028169,0.323943661971831
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,257,105023,"10","","Sam Querrey","R",198,"USA",33.3223819302,105967,NA,"","Henri Laaksonen","R",185,"SUI",28.8405201916,"4-6 7-6(5) 6-0",3,"R64",111,15,5,89,57,44,19,14,4,5,6,2,102,54,34,28,14,4,7,51,1085,136,492,28,0,0,0,0,0,0,0,0,0,0,85,593,0,0,4.4818617386,4.4818617386,1.53,2.47,0.6175,0.3825
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,258,104655,NA,"","Pablo Cuevas","R",180,"URU",35.0855578371,104665,"14","","Pablo Andujar","R",180,"ESP",35.0253251198,"6-4 6-2",3,"R64",86,6,2,50,37,30,6,9,3,4,1,3,76,44,26,12,9,8,12,70,927,59,1044,28,0,0,0,0,0,0,0,0,0,0,-11,-117,0,0,0.0602327172999964,0.0602327172999964,2.11,1.71,0.447643979057592,0.552356020942408
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,259,104898,NA,"","Robin Haase","R",190,"NED",33.826146475,106293,NA,"","Kimmer Coppejans","R",180,"BEL",26.984257358,"6-4 6-3",3,"R64",85,6,1,53,31,25,14,9,4,4,4,2,72,37,21,18,10,5,8,198,330,178,368,28,0,0,0,0,0,0,0,0,0,0,-20,-38,0,0,6.841889117,6.18309881962051,1.6,2.29,0.588688946015424,0.411311053984576
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,260,111453,NA,"","Mikael Torpegaard","R",NA,"DEN",26.7378507871,124079,NA,"","Pedro Martinez","R",NA,"ESP",23.7700205339,"6-4 7-5",3,"R64",105,1,1,60,34,25,16,11,0,2,2,5,56,36,23,11,11,2,6,193,340,87,810,28,0,0,0,0,0,0,0,0,0,0,-106,-470,0,0,2.9678302532,-2.9678302532,2.27,1.56,0.407310704960835,0.592689295039164
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,263,106408,NA,"","Mario Vilella Martinez","R",NA,"ESP",25.5852156057,105870,NA,"","Yannick Hanfmann","R",193,"GER",29.2210814511,"7-6(2) 6-4",3,"R64",98,8,8,82,38,29,25,11,4,5,2,0,73,45,30,17,11,3,5,188,346,101,736,28,0,0,0,0,0,0,0,0,0,0,-87,-390,0,0,-3.6358658454,-0.178992043420511,2.5,1.52,0.378109452736318,0.621890547263682
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,264,105732,NA,"","Pierre Hugues Herbert","R",188,"FRA",29.87816564,202195,NA,"","Maxime Cressy","R",198,"USA",23.7371663244,"6-7(2) 7-6(2) 7-5",3,"R64",159,10,5,116,73,55,28,18,2,3,23,23,112,65,58,19,18,4,6,84,822,171,389,28,0,0,0,0,0,0,0,0,0,0,87,433,0,0,6.1409993156,-1.01197304897949,1.48,2.61,0.638141809290954,0.361858190709046
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,265,111442,"11","","Jordan Thompson","R",183,"AUS",26.7871321013,126149,NA,"","Gianluca Mager","R",185,"ITA",26.1711156742,"4-6 6-4 6-3",3,"R64",119,8,2,84,60,49,10,15,2,3,7,0,88,53,36,19,14,3,5,52,1084,96,770,28,0,0,0,0,0,0,0,0,0,0,44,314,1,0,0.6160164271,-0.6160164271,1.36,3.07,0.693002257336343,0.306997742663657
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,266,106329,NA,"","Thiago Monteiro","L",183,"BRA",26.674880219,126573,NA,"Alt","Thomas Fancutt","R",NA,"AUS",25.9356605065,"6-4 6-4",3,"R64",74,6,2,55,39,32,10,10,0,0,5,1,59,34,23,15,10,4,6,83,824,562,53,28,0,0,0,0,0,0,0,0,0,0,479,771,0,1,0.739219712499999,-0.739219712499999,0,0,0,0
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,267,105051,NA,"Alt","Matthew Ebden","R",188,"AUS",33.1854893908,105643,NA,"","Federico Delbonis","L",190,"ARG",30.3271731691,"6-3 7-6(6)",3,"R64",91,5,2,72,50,38,15,11,1,1,3,5,72,38,29,17,10,3,4,320,141,77,851,28,0,0,0,0,0,0,0,0,0,0,-243,-710,1,0,2.8583162217,2.8583162217,0,0,0,0
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,268,207989,NA,"","Carlos Alcaraz","R",185,"ESP",17.7467488022,105226,NA,"","Attila Balazs","R",180,"HUN",32.34770705,"2-2 RET",3,"R64",19,3,0,12,6,5,3,2,0,0,0,1,10,6,5,3,2,0,0,146,464,94,779,28,0,0,0,0,0,0,0,0,0,0,-52,-315,0,0,-14.6009582478,4.5328491611795,1.26,3.77,0.749502982107356,0.250497017892644
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,270,111575,"2","","Karen Khachanov","R",198,"RUS",24.7008898015,126845,NA,"WC","Max Purcell","R",NA,"AUS",22.8336755647,"7-6(5) 6-3",3,"R32",82,11,2,74,56,48,6,11,4,4,5,1,66,36,29,16,10,4,5,20,2245,238,241,28,0,0,1,0,0,0,1,0,0,76,218,2004,0,1,1.8672142368,-1.8672142368,1.14,5.7,0.833333333333333,0.166666666666667
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,271,104731,NA,"","Kevin Anderson","R",203,"RSA",34.7104722793,105649,NA,"","Cedrik Marcel Stebe","L",183,"GER",30.3162217659,"6-4 6-2",3,"R32",57,13,0,44,31,27,9,9,0,0,5,1,45,30,20,7,9,0,3,82,825,128,534,28,1,0,1,0,1,0,1,0,89,81,46,291,0,0,4.3942505134,4.3942505134,1.21,4.44,0.785840707964602,0.214159292035398
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,272,122298,NA,"","Botic Van De Zandschulp","R",NA,"NED",25.3305954825,111794,NA,"PR","Kamil Majchrzak","R",NA,"POL",25.054072553,"6-4 3-6 6-4",3,"R32",112,9,3,78,50,41,14,14,1,3,3,2,103,72,53,10,15,3,6,159,423,109,690,28,1,0,1,0,1,0,1,0,82,69,-50,-267,0,0,0.2765229295,-0.2765229295,2.08,1.75,0.456919060052219,0.543080939947781
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,273,124187,"6","","Reilly Opelka","R",211,"USA",23.4305270363,104660,NA,"","Sergiy Stakhovsky","R",193,"UKR",35.0718685832,"7-6(8) 6-4",3,"R32",81,17,1,61,44,38,14,11,0,0,8,5,71,38,31,18,11,2,3,40,1402,201,329,28,0,0,1,0,0,0,1,0,0,127,161,1073,0,0,-11.6413415469,-3.87509060612051,1.33,3.32,0.713978494623656,0.286021505376344
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,274,206173,"4","","Jannik Sinner","R",188,"ITA",19.4633812457,126846,NA,"","Aleksandar Vukic","R",NA,"AUS",24.8240930869,"6-2 6-4",3,"R32",66,5,0,49,33,25,12,9,0,0,4,2,53,31,20,11,9,2,5,36,1464,195,334,28,0,0,1,0,0,0,1,0,0,90,159,1130,0,1,-5.3607118412,5.3607118412,1.12,6.52,0.853403141361257,0.146596858638743
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,275,105379,"13","","Aljaz Bedene","R",181,"SLO",31.5427789185,208013,NA,"WC","Dane Sweeny","R",NA,"AUS",19.9698836413,"6-0 6-4",3,"R32",65,15,4,47,28,25,11,8,3,3,2,8,47,26,17,7,8,1,5,58,1055,797,22,28,1,0,1,0,1,0,1,0,119,116,739,1033,0,1,11.5728952772,-3.11464245357949,1.17,5.1,0.813397129186603,0.186602870813397
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,276,106099,NA,"","Salvatore Caruso","R",185,"ITA",28.1314168378,105815,"9","","Tennys Sandgren","R",188,"USA",29.5331964408,"6-4 6-7(2) 6-1",3,"R32",143,9,3,109,70,44,20,15,8,10,9,4,85,45,35,15,14,1,6,76,858,50,1088,28,1,0,1,0,1,0,1,0,109,135,-26,-230,0,0,-1.401779603,-1.401779603,1.8,2.03,0.530026109660574,0.469973890339426
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,277,200175,"7","","Miomir Kecmanovic","R",183,"SRB",21.4236824093,126952,NA,"","Soon Woo Kwon","R",180,"KOR",23.1676933607,"6-3 6-4",3,"R32",101,4,1,68,35,23,18,9,8,10,5,4,79,43,24,14,10,9,14,42,1328,97,768,28,0,0,1,0,0,0,1,0,0,157,55,560,0,0,-1.7440109514,1.7440109514,1.64,2.26,0.57948717948718,0.420512820512821
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,278,122330,"8","","Alexander Bublik","R",196,"KAZ",23.627652293,106331,NA,"","Christopher Oconnell","R",183,"AUS",26.6666666667,"7-6(2) 6-7(6) 6-4",3,"R32",127,23,12,108,61,55,23,17,4,4,9,0,105,74,54,20,17,4,5,45,1220,121,565,28,0,0,1,0,0,0,1,0,0,116,76,655,0,1,-3.0390143737,3.0390143737,1.51,2.57,0.629901960784314,0.370098039215686
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,279,105882,NA,"","Stefano Travaglia","R",185,"ITA",29.0978781656,105023,"10","","Sam Querrey","R",198,"USA",33.3223819302,"6-7(7) 6-3 6-4",3,"R32",122,14,4,106,57,53,24,16,6,6,11,6,92,55,45,21,15,4,6,71,894,51,1085,28,1,0,1,0,1,0,1,0,163,111,-20,-191,0,0,-4.2245037646,-4.2245037646,2.18,1.69,0.436692506459948,0.563307493540052
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,280,104655,NA,"","Pablo Cuevas","R",180,"URU",35.0855578371,104898,NA,"","Robin Haase","R",190,"NED",33.826146475,"7-5 6-3",3,"R32",74,5,1,59,42,33,10,11,2,3,6,1,58,35,25,11,10,5,8,70,927,198,330,28,1,0,1,0,1,0,1,0,86,85,128,597,0,0,1.2594113621,1.2594113621,2.29,1.62,0.414322250639386,0.585677749360614
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,281,128034,"3","","Hubert Hurkacz","R",196,"POL",23.9726214921,111453,NA,"","Mikael Torpegaard","R",NA,"DEN",26.7378507871,"6-4 6-3",3,"R32",67,5,1,49,32,31,9,10,0,0,3,0,64,38,23,15,9,5,7,29,1735,193,340,28,0,0,1,0,0,0,1,0,0,105,164,1395,0,0,-2.765229295,2.765229295,1.26,3.93,0.757225433526012,0.242774566473988
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,282,106408,NA,"","Mario Vilella Martinez","R",NA,"ESP",25.5852156057,105932,"5","","Nikoloz Basilashvili","R",185,"GEO",28.9418206708,"7-5 6-3",3,"R32",94,13,5,80,44,33,20,11,8,9,6,5,83,44,33,14,10,8,11,188,346,39,1405,28,1,0,0,0,1,0,0,0,98,0,-149,-1059,0,0,-3.3566050651,0.100268736879492,2.3,1.62,0.413265306122449,0.586734693877551
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,283,111442,"11","","Jordan Thompson","R",183,"AUS",26.7871321013,105732,NA,"","Pierre Hugues Herbert","R",188,"FRA",29.87816564,"6-4 3-6 6-3",3,"R32",138,12,1,95,58,43,20,14,6,8,8,4,98,55,36,26,14,7,10,52,1084,84,822,28,1,0,1,0,1,0,1,0,119,159,32,262,1,0,-3.0910335387,-2.03799272792051,1.66,2.24,0.574358974358974,0.425641025641026
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,284,106329,NA,"","Thiago Monteiro","L",183,"BRA",26.674880219,105051,NA,"Alt","Matthew Ebden","R",188,"AUS",33.1854893908,"6-7(4) 6-4 6-3",3,"R32",154,11,5,115,72,56,19,16,7,9,8,9,125,76,48,24,15,13,17,83,824,320,141,28,1,0,1,0,1,0,1,0,74,91,237,683,0,1,-6.5106091718,-5.23306459642051,1.59,2.35,0.596446700507614,0.403553299492386
"2021-8998","Great Ocean Road Open","AUS","Hard",64,"A",20210201,285,207989,NA,"","Carlos Alcaraz","R",185,"ESP",17.7467488022,105676,"1","","David Goffin","R",180,"BEL",30.1546885695,"6-3 6-3",3,"R32",73,1,2,58,36,23,10,9,2,5,2,4,49,25,14,6,9,1,7,146,464,14,2600,28,1,0,0,0,1,0,0,0,19,0,-132,-2136,0,0,-12.4079397673,6.72586764167949,3.33,1.31,0.282327586206897,0.717672413793103
